Gene	MappedGene	Source
Soltu.DM.08G028320	DM8.2_chr08G26590	synteny
Soltu.DM.08G028330	DM8.2_chr08G26600	synteny
Soltu.DM.08G028350	DM8.2_chr08G26620	synteny
Soltu.DM.08G028360	DM8.2_chr08G26630	synteny
Soltu.DM.08G028370	DM8.2_chr08G26640	synteny
Soltu.DM.08G028380	DM8.2_chr08G26650	synteny
Soltu.DM.08G028390	DM8.2_chr08G26660	synteny
Soltu.DM.08G028400	DM8.2_chr08G26670	synteny
Soltu.DM.08G028410	DM8.2_chr08G26680	synteny
Soltu.DM.08G028420	DM8.2_chr08G26690	synteny
Soltu.DM.08G028430	DM8.2_chr08G26720	synteny
Soltu.DM.08G028440	DM8.2_chr08G26730	synteny
Soltu.DM.08G028450	DM8.2_chr08G26740	synteny
Soltu.DM.08G028460	DM8.2_chr08G26750	synteny
Soltu.DM.08G028470	DM8.2_chr08G26770	synteny
Soltu.DM.08G028480	DM8.2_chr08G26780	synteny
Soltu.DM.08G028490	DM8.2_chr08G26790	synteny
Soltu.DM.08G028500	DM8.2_chr08G26800	synteny
Soltu.DM.08G028510	DM8.2_chr08G26820	synteny
Soltu.DM.08G028520	DM8.2_chr08G26830	synteny
Soltu.DM.08G028530	DM8.2_chr08G26840	synteny
Soltu.DM.08G028540	DM8.2_chr08G26850	synteny
Soltu.DM.08G028550	DM8.2_chr08G26880	synteny
Soltu.DM.08G028560	-	-
Soltu.DM.08G028570	DM8.2_chr08G26890	synteny
Soltu.DM.08G028580	DM8.2_chr08G26900	synteny
Soltu.DM.08G028590	DM8.2_chr08G26910	synteny
Soltu.DM.08G028600	DM8.2_chr08G26920	synteny
Soltu.DM.08G028610	-	-
Soltu.DM.08G028620	DM8.2_chr08G26950	synteny
Soltu.DM.08G028630	DM8.2_chr08G26960	synteny
Soltu.DM.08G028640	DM8.2_chr08G26970	synteny
Soltu.DM.08G028650	DM8.2_chr08G26980	synteny
Soltu.DM.08G028660	DM8.2_chr08G27000	synteny
Soltu.DM.08G028670	DM8.2_chr08G27010	synteny
Soltu.DM.08G028680	DM8.2_chr08G27020	synteny
Soltu.DM.08G028690	DM8.2_chr08G27030	synteny
Soltu.DM.08G028700	DM8.2_chr08G27040	synteny
Soltu.DM.08G028710	DM8.2_chr08G27050	synteny
Soltu.DM.08G028720	DM8.2_chr08G27060	synteny
Soltu.DM.08G028730	DM8.2_chr08G27070	synteny
Soltu.DM.08G028740	DM8.2_chr08G27080	synteny
Soltu.DM.08G028750	DM8.2_chr08G27090	synteny
Soltu.DM.08G028760	DM8.2_chr08G27100	synteny
Soltu.DM.08G028780	DM8.2_chr08G27120	synteny
Soltu.DM.08G028790	DM8.2_chr08G27130	synteny
Soltu.DM.08G028800	DM8.2_chr08G27140	synteny
Soltu.DM.08G028810	DM8.2_chr08G27150	synteny
Soltu.DM.08G028820	DM8.2_chr08G27160	synteny
Soltu.DM.08G028830	DM8.2_chr08G27170	synteny
Soltu.DM.08G028840	DM8.2_chr08G27180	synteny
Soltu.DM.08G028850	DM8.2_chr08G27190	synteny
Soltu.DM.08G028860	DM8.2_chr08G27200	synteny
Soltu.DM.08G028870	-	-
Soltu.DM.08G028880	DM8.2_chr08G27210	synteny
Soltu.DM.08G028900	DM8.2_chr08G27230	synteny
Soltu.DM.08G028910	DM8.2_chr08G27240	synteny
Soltu.DM.08G028930	DM8.2_chr08G27260	synteny
Soltu.DM.08G028940	DM8.2_chr08G27270	synteny
Soltu.DM.08G028950	DM8.2_chr08G27280	synteny
Soltu.DM.08G028960	DM8.2_chr08G27290	synteny
Soltu.DM.08G028970	DM8.2_chr08G27300	synteny
Soltu.DM.08G028980	DM8.2_chr08G27310	synteny
Soltu.DM.08G028990	DM8.2_chr08G27340	synteny
Soltu.DM.08G029000	DM8.2_chr08G27350	synteny
Soltu.DM.08G029010	DM8.2_chr08G27360	synteny
Soltu.DM.08G029020	DM8.2_chr08G27370	synteny
Soltu.DM.08G029030	DM8.2_chr08G27380	synteny
Soltu.DM.08G029040	DM8.2_chr08G27390	synteny
Soltu.DM.08G029050	DM8.2_chr08G27400	synteny
Soltu.DM.08G029060	DM8.2_chr08G27410	synteny
Soltu.DM.08G029070	DM8.2_chr08G27420	synteny
Soltu.DM.08G029080	DM8.2_chr08G27430	synteny
Soltu.DM.08G029090	DM8.2_chr08G27490	synteny
Soltu.DM.08G029100	-	-
Soltu.DM.08G029110	DM8.2_chr08G27460	synteny
Soltu.DM.08G029130	-	-
Soltu.DM.08G029140	DM8.2_chr08G27480	synteny
Soltu.DM.08G029150	-	-
Soltu.DM.08G029160	DM8.2_chr08G27510	synteny
Soltu.DM.08G029170	DM8.2_chr08G27500	synteny
Soltu.DM.08G029180	DM8.2_chr08G27520	synteny
Soltu.DM.08G029190	DM8.2_chr08G27540	synteny
Soltu.DM.08G029210	DM8.2_chr08G27560	synteny
Soltu.DM.08G029220	DM8.2_chr08G27570	synteny
Soltu.DM.08G029230	DM8.2_chr08G27580	synteny
Soltu.DM.08G029240	DM8.2_chr08G27590	synteny
Soltu.DM.08G029250	DM8.2_chr08G27600	synteny
Soltu.DM.08G029260	DM8.2_chr08G27610	synteny
Soltu.DM.08G029270	DM8.2_chr08G27620	synteny
Soltu.DM.08G029280	DM8.2_chr08G27630	synteny
Soltu.DM.08G029290	DM8.2_chr08G27640	synteny
Soltu.DM.08G029300	DM8.2_chr08G27650	synteny
Soltu.DM.08G029310	DM8.2_chr08G27660	synteny
Soltu.DM.08G029320	DM8.2_chr08G27670	synteny
Soltu.DM.08G029330	DM8.2_chr08G27680	synteny
Soltu.DM.08G029340	DM8.2_chr08G27690	synteny
Soltu.DM.08G029350	DM8.2_chr08G27700	synteny
Soltu.DM.08G029360	-	-
Soltu.DM.08G029370	-	-
Soltu.DM.08G029380	-	-
Soltu.DM.08G029390	DM8.2_chr08G27730	synteny
Soltu.DM.08G029400	DM8.2_chr08G27740	synteny
Soltu.DM.08G029410	DM8.2_chr08G27750	synteny
Soltu.DM.08G029430	-	-
Soltu.DM.08G029440	DM8.2_chr08G27780	synteny
Soltu.DM.08G029450	DM8.2_chr08G27790	synteny
Soltu.DM.08G029460	DM8.2_chr08G27800	synteny
Soltu.DM.08G029470	DM8.2_chr08G27810	synteny
Soltu.DM.08G029480	DM8.2_chr08G27820	synteny
Soltu.DM.08G029490	DM8.2_chr08G27850	synteny
Soltu.DM.08G029500	DM8.2_chr08G27860	synteny
Soltu.DM.08G029510	DM8.2_chr08G27870	synteny
Soltu.DM.08G029520	DM8.2_chr08G27880	synteny
Soltu.DM.08G029530	DM8.2_chr08G27890	synteny
Soltu.DM.08G029540	DM8.2_chr08G27900	synteny
Soltu.DM.08G029550	DM8.2_chr08G27910	synteny
Soltu.DM.08G029560	-	-
Soltu.DM.08G029570	-	-
Soltu.DM.08G029580	DM8.2_chr08G27930	synteny
Soltu.DM.08G029590	DM8.2_chr08G27940	synteny
Soltu.DM.08G029600	DM8.2_chr08G27950	synteny
Soltu.DM.08G029610	DM8.2_chr08G27960	synteny
Soltu.DM.08G029620	DM8.2_chr08G27970	synteny
Soltu.DM.08G029630	DM8.2_chr08G27980	synteny
Soltu.DM.08G029640	-	-
Soltu.DM.08G029650	DM8.2_chr08G27990	synteny
Soltu.DM.08G029660	DM8.2_chr03G05730	(identity: 91.21%)
Soltu.DM.08G029670	DM8.2_chr08G28000	synteny
Soltu.DM.08G029680	DM8.2_chr08G28010	synteny
Soltu.DM.08G029690	DM8.2_chr08G28020	synteny
Soltu.DM.08G029700	-	-
Soltu.DM.08G029710	DM8.2_chr08G28030	synteny
Soltu.DM.08G029720	DM8.2_chr08G28040	synteny
Soltu.DM.08G029730	DM8.2_chr08G28060	synteny
Soltu.DM.08G029740	DM8.2_chr08G28070	synteny
Soltu.DM.08G029750	DM8.2_chr08G28080	synteny
Soltu.DM.08G029760	DM8.2_chr08G28100	synteny
Soltu.DM.08G029770	DM8.2_chr08G28110	synteny
Soltu.DM.08G029780	DM8.2_chr08G28120	synteny
Soltu.DM.08G029790	DM8.2_chr08G28130	synteny
Soltu.DM.08G029800	DM8.2_chr08G28140	synteny
Soltu.DM.08G029810	DM8.2_chr08G28150	synteny
Soltu.DM.08G029820	DM8.2_chr08G28160	synteny
Soltu.DM.08G029830	DM8.2_chr08G28170	synteny
Soltu.DM.08G029840	DM8.2_chr08G28180	synteny
Soltu.DM.08G029850	DM8.2_chr08G28190	synteny
Soltu.DM.08G029860	DM8.2_chr08G28200	synteny
Soltu.DM.08G029870	DM8.2_chr08G28210	synteny
Soltu.DM.08G029880	DM8.2_chr08G28220	synteny
Soltu.DM.08G029890	DM8.2_chr08G28230	synteny
Soltu.DM.08G029900	DM8.2_chr08G28240	synteny
Soltu.DM.08G029910	DM8.2_chr08G28250	synteny
Soltu.DM.08G029920	DM8.2_chr08G28260	synteny
Soltu.DM.08G029930	DM8.2_chr08G28270	synteny
Soltu.DM.08G029940	DM8.2_chr08G28280	synteny
Soltu.DM.08G029950	DM8.2_chr08G28290	synteny
Soltu.DM.08G029960	DM8.2_chr08G28300	synteny
Soltu.DM.08G029970	DM8.2_chr08G28310	synteny
Soltu.DM.08G029980	DM8.2_chr08G28320	synteny
Soltu.DM.08G029990	DM8.2_chr08G28330	synteny
Soltu.DM.08G030000	DM8.2_chr08G28340	synteny
Soltu.DM.08G030010	DM8.2_chr08G28360	synteny
Soltu.DM.08G030020	DM8.2_chr08G28370	synteny
Soltu.DM.08G030030	DM8.2_chr08G28380	synteny
Soltu.DM.08G030040	DM8.2_chr08G28390	synteny
Soltu.DM.08G030050	-	-
Soltu.DM.08G030060	DM8.2_chr08G28400	synteny
Soltu.DM.08G030070	DM8.2_chr08G28410	synteny
Soltu.DM.08G030080	DM8.2_chr08G28420	synteny
Soltu.DM.08G030090	DM8.2_chr08G28430	synteny
Soltu.DM.08G030100	DM8.2_chr08G28440	synteny
Soltu.DM.08G030110	DM8.2_chr08G28450	synteny
Soltu.DM.08G030120	DM8.2_chr08G28460	synteny
Soltu.DM.08G030130	DM8.2_chr08G28470	synteny
Soltu.DM.08G030140	DM8.2_chr08G28480	synteny
Soltu.DM.08G030150	DM8.2_chr08G28490	synteny
Soltu.DM.08G030160	DM8.2_chr08G28500	synteny
Soltu.DM.08G030170	DM8.2_chr08G28510	synteny
Soltu.DM.08G030180	DM8.2_chr08G28520	synteny
Soltu.DM.08G030190	DM8.2_chr08G28530	synteny
Soltu.DM.08G030200	DM8.2_chr08G28540	synteny
Soltu.DM.08G030210	DM8.2_chr08G28550	synteny
Soltu.DM.08G030220	DM8.2_chr08G28560	synteny
Soltu.DM.08G030230	DM8.2_chr08G28570	synteny
Soltu.DM.08G030240	DM8.2_chr08G28580	synteny
Soltu.DM.08G030250	DM8.2_chr08G28590	synteny
Soltu.DM.08G030260	DM8.2_chr08G28600	synteny
Soltu.DM.08G030270	DM8.2_chr08G28610	synteny
Soltu.DM.08G030280	DM8.2_chr08G28620	synteny
Soltu.DM.08G030290	DM8.2_chr08G28630	synteny
Soltu.DM.08G030300	DM8.2_chr08G28650	synteny
Soltu.DM.08G030310	DM8.2_chr08G28660	synteny
Soltu.DM.08G030320	DM8.2_chr08G28670	synteny
Soltu.DM.09G000160	-	-
Soltu.DM.09G000170	DM8.2_chr01G36680	(identity: 92.47%)
Soltu.DM.09G000180	-	-
Soltu.DM.09G000190	-	-
Soltu.DM.09G000200	DM8.2_chr01G36680	(identity: 100.0%)
Soltu.DM.09G000210	-	-
Soltu.DM.09G000220	DM8.2_chr09G00010	synteny
Soltu.DM.09G000230	-	-
Soltu.DM.09G000240	DM8.2_chr09G00020	synteny
Soltu.DM.09G000250	DM8.2_chr09G00030	synteny
Soltu.DM.09G000260	DM8.2_chr09G00060	synteny
Soltu.DM.09G000270	DM8.2_chr09G00050	synteny
Soltu.DM.09G000280	-	-
Soltu.DM.09G000290	-	-
Soltu.DM.09G000300	-	-
Soltu.DM.09G000310	DM8.2_chr09G00080	synteny
Soltu.DM.09G000320	DM8.2_chr09G00090	synteny
Soltu.DM.09G000330	DM8.2_chr09G00100	synteny
Soltu.DM.09G000340	-	-
Soltu.DM.09G000350	-	-
Soltu.DM.09G000360	DM8.2_chr09G00130	synteny
Soltu.DM.09G000370	-	-
Soltu.DM.09G000380	DM8.2_chr09G00150	synteny
Soltu.DM.09G000390	DM8.2_chr09G00160	synteny
Soltu.DM.09G000400	DM8.2_chr09G00170	synteny
Soltu.DM.09G000410	DM8.2_chr09G00180	synteny
Soltu.DM.09G000420	DM8.2_chr09G00190	synteny
Soltu.DM.09G000430	DM8.2_chr09G00200	synteny
Soltu.DM.09G000440	DM8.2_chr09G00210	synteny
Soltu.DM.09G000450	DM8.2_chr09G00220	synteny
Soltu.DM.09G000460	DM8.2_chr09G00250	synteny
Soltu.DM.09G000470	DM8.2_chr09G00260	synteny
Soltu.DM.09G000480	DM8.2_chr09G00280	synteny
Soltu.DM.09G000490	DM8.2_chr09G00290	synteny
Soltu.DM.09G000500	DM8.2_chr09G00300	synteny
Soltu.DM.09G000510	DM8.2_chr09G00310	synteny
Soltu.DM.09G000520	DM8.2_chr09G00320	synteny
Soltu.DM.09G000530	DM8.2_chr09G00330	synteny
Soltu.DM.09G000540	DM8.2_chr09G00340	synteny
Soltu.DM.09G000550	DM8.2_chr09G00350	synteny
Soltu.DM.09G000560	DM8.2_chr09G00360	synteny
Soltu.DM.09G000570	DM8.2_chr09G00370	synteny
Soltu.DM.09G000580	DM8.2_chr09G00380	synteny
Soltu.DM.09G000590	DM8.2_chr09G00390	synteny
Soltu.DM.09G000600	-	-
Soltu.DM.09G000610	DM8.2_chr09G00400	synteny
Soltu.DM.09G000620	DM8.2_chr09G00410	synteny
Soltu.DM.09G000630	DM8.2_chr09G00420	synteny
Soltu.DM.09G000650	DM8.2_chr09G00430	synteny
Soltu.DM.09G000670	DM8.2_chr09G00450	synteny
Soltu.DM.09G000680	DM8.2_chr09G00470	synteny
Soltu.DM.09G000690	DM8.2_chr09G00480	synteny
Soltu.DM.09G000700	-	-
Soltu.DM.09G000710	DM8.2_chr09G00490	synteny
Soltu.DM.09G000720	DM8.2_chr09G00500	synteny
Soltu.DM.09G000730	DM8.2_chr09G00510	synteny
Soltu.DM.09G000740	DM8.2_chr09G00520	synteny
Soltu.DM.09G000750	DM8.2_chr09G00530	synteny
Soltu.DM.09G000780	-	-
Soltu.DM.09G000800	DM8.2_chr09G00560	synteny
Soltu.DM.09G000810	-	-
Soltu.DM.09G000820	DM8.2_chr09G00570	synteny
Soltu.DM.09G000830	-	-
Soltu.DM.09G000840	DM8.2_chr09G00590	synteny
Soltu.DM.09G000850	DM8.2_chr09G00600	synteny
Soltu.DM.09G000860	-	-
Soltu.DM.09G000870	DM8.2_chr09G00620	synteny
Soltu.DM.09G000880	-	-
Soltu.DM.09G000890	DM8.2_chr09G00630	synteny
Soltu.DM.09G000900	DM8.2_chr09G00650	synteny
Soltu.DM.09G000910	-	-
Soltu.DM.09G000920	-	-
Soltu.DM.09G000930	DM8.2_chr09G00670	synteny
Soltu.DM.09G000940	DM8.2_chr09G00680	synteny
Soltu.DM.09G000950	-	-
Soltu.DM.09G000960	DM8.2_chr09G00690	synteny
Soltu.DM.09G000980	-	-
Soltu.DM.09G000990	DM8.2_chr09G00700	synteny
Soltu.DM.09G001000	DM8.2_chr09G00710	synteny
Soltu.DM.09G001010	DM8.2_chr09G00720	synteny
Soltu.DM.09G001020	-	-
Soltu.DM.09G001030	DM8.2_chr09G00730	synteny
Soltu.DM.09G001040	DM8.2_chr09G00740	synteny
Soltu.DM.09G001050	DM8.2_chr09G00750	synteny
Soltu.DM.09G001060	DM8.2_chr09G00760	synteny
Soltu.DM.09G001070	DM8.2_chr09G00770	synteny
Soltu.DM.09G001080	-	-
Soltu.DM.09G001090	DM8.2_chr09G00780	synteny
Soltu.DM.09G001100	DM8.2_chr09G00790	synteny
Soltu.DM.09G001110	DM8.2_chr09G00800	synteny
Soltu.DM.09G001120	DM8.2_chr09G00820	synteny
Soltu.DM.09G001130	DM8.2_chr09G00840	synteny
Soltu.DM.09G001140	DM8.2_chr09G00850	synteny
Soltu.DM.09G001150	DM8.2_chr09G00860	synteny
Soltu.DM.09G001160	DM8.2_chr09G00870	synteny
Soltu.DM.09G001170	DM8.2_chr09G00880	synteny
Soltu.DM.09G001180	-	-
Soltu.DM.09G001190	DM8.2_chr09G00890	synteny
Soltu.DM.09G001200	DM8.2_chr09G00900	synteny
Soltu.DM.09G001210	DM8.2_chr09G00910	synteny
Soltu.DM.09G001220	DM8.2_chr09G00920	synteny
Soltu.DM.09G001230	-	-
Soltu.DM.09G001240	DM8.2_chr09G00930	synteny
Soltu.DM.09G001250	-	-
Soltu.DM.09G001260	DM8.2_chr09G00940	synteny
Soltu.DM.09G001270	-	-
Soltu.DM.09G001280	-	-
Soltu.DM.09G001290	-	-
Soltu.DM.09G001300	-	-
Soltu.DM.09G001310	-	-
Soltu.DM.09G001320	-	-
Soltu.DM.09G001330	-	-
Soltu.DM.09G001340	DM8.2_chr09G00950	synteny
Soltu.DM.09G001350	-	-
Soltu.DM.09G001360	-	-
Soltu.DM.09G001370	-	-
Soltu.DM.09G001380	-	-
Soltu.DM.09G001390	-	-
Soltu.DM.09G001400	-	-
Soltu.DM.09G001410	-	-
Soltu.DM.09G001420	DM8.2_chr09G01070	synteny
Soltu.DM.09G001430	-	-
Soltu.DM.09G001440	-	-
Soltu.DM.09G001450	DM8.2_chr09G01100	synteny
Soltu.DM.09G001460	DM8.2_chr09G01110	synteny
Soltu.DM.09G001470	DM8.2_chr09G01140	synteny
Soltu.DM.09G001490	DM8.2_chr09G01160	synteny
Soltu.DM.09G001500	DM8.2_chr09G01170	synteny
Soltu.DM.09G001520	DM8.2_chr09G01180	synteny
Soltu.DM.09G001530	DM8.2_chr09G01190	synteny
Soltu.DM.09G001540	DM8.2_chr09G01200	synteny
Soltu.DM.09G001550	DM8.2_chr09G01210	synteny
Soltu.DM.09G001560	DM8.2_chr09G01220	synteny
Soltu.DM.09G001570	DM8.2_chr09G01230	synteny
Soltu.DM.09G001580	DM8.2_chr09G01240	synteny
Soltu.DM.09G001590	-	-
Soltu.DM.09G001600	-	-
Soltu.DM.09G001610	DM8.2_chr09G01250	synteny
Soltu.DM.09G001620	DM8.2_chr09G01260	synteny
Soltu.DM.09G001630	DM8.2_chr09G01280	synteny
Soltu.DM.09G001640	DM8.2_chr09G01330	synteny
Soltu.DM.09G001650	DM8.2_chr09G01340	synteny
Soltu.DM.09G001660	DM8.2_chr09G01350	synteny
Soltu.DM.09G001670	DM8.2_chr09G01360	synteny
Soltu.DM.09G001680	-	-
Soltu.DM.09G001690	DM8.2_chr09G01370	synteny
Soltu.DM.09G001700	DM8.2_chr09G01380	synteny
Soltu.DM.09G001710	DM8.2_chr09G01400	synteny
Soltu.DM.09G001720	DM8.2_chr09G01410	synteny
Soltu.DM.09G001730	DM8.2_chr09G01420	synteny
Soltu.DM.09G001740	DM8.2_chr09G01430	synteny
Soltu.DM.09G001760	DM8.2_chr09G01440	synteny
Soltu.DM.09G001770	DM8.2_chr09G01450	synteny
Soltu.DM.09G001780	-	-
Soltu.DM.09G001790	DM8.2_chr09G01470	synteny
Soltu.DM.09G001800	DM8.2_chr09G01480	synteny
Soltu.DM.09G001810	DM8.2_chr09G01490	synteny
Soltu.DM.09G001820	DM8.2_chr09G01500	synteny
Soltu.DM.09G001830	DM8.2_chr09G01550	synteny
Soltu.DM.09G001840	-	-
Soltu.DM.09G001860	DM8.2_chr09G01580	synteny
Soltu.DM.09G001870	-	-
Soltu.DM.09G001880	-	-
Soltu.DM.09G001890	DM8.2_chr09G01590	synteny
Soltu.DM.09G001900	-	-
Soltu.DM.09G001920	DM8.2_chr09G01640	synteny
Soltu.DM.09G001930	DM8.2_chr09G01670	synteny
Soltu.DM.09G001940	DM8.2_chr09G01660	synteny
Soltu.DM.09G001950	DM8.2_chr09G01690	synteny
Soltu.DM.09G001960	DM8.2_chr09G01700	synteny
Soltu.DM.09G001970	DM8.2_chr09G01710	synteny
Soltu.DM.09G001980	-	-
Soltu.DM.09G001990	DM8.2_chr09G01610	synteny
Soltu.DM.09G002000	-	-
Soltu.DM.09G002010	DM8.2_chr09G01740	synteny
Soltu.DM.09G002020	DM8.2_chr09G01760	synteny
Soltu.DM.09G002030	DM8.2_chr09G01770	synteny
Soltu.DM.09G002040	DM8.2_chr09G01780	synteny
Soltu.DM.09G002050	DM8.2_chr09G01790	synteny
Soltu.DM.09G002060	-	-
Soltu.DM.09G002080	-	-
Soltu.DM.09G002090	DM8.2_chr09G01900	synteny
Soltu.DM.09G002100	DM8.2_chr09G01910	synteny
Soltu.DM.09G002110	DM8.2_chr09G01920	synteny
Soltu.DM.09G002120	DM8.2_chr09G01930	synteny
Soltu.DM.09G002130	DM8.2_chr09G01940	synteny
Soltu.DM.09G002140	DM8.2_chr09G01950	synteny
Soltu.DM.09G002150	DM8.2_chr09G01960	synteny
Soltu.DM.09G002160	DM8.2_chr09G01970	synteny
Soltu.DM.09G002170	-	-
Soltu.DM.09G002180	DM8.2_chr09G01980	synteny
Soltu.DM.09G002190	DM8.2_chr09G01990	synteny
Soltu.DM.09G002210	DM8.2_chr09G02000	synteny
Soltu.DM.09G002220	DM8.2_chr09G02010	synteny
Soltu.DM.09G002240	DM8.2_chr09G02030	synteny
Soltu.DM.09G002250	DM8.2_chr09G02040	synteny
Soltu.DM.09G002270	DM8.2_chr09G02060	synteny
Soltu.DM.09G002280	DM8.2_chr09G02070	synteny
Soltu.DM.09G002290	-	-
Soltu.DM.09G002300	DM8.2_chr09G02080	synteny
Soltu.DM.09G002310	DM8.2_chr09G02090	synteny
Soltu.DM.09G002320	DM8.2_chr09G02110	synteny
Soltu.DM.09G002330	DM8.2_chr10G18930	(identity: 95.53%)
Soltu.DM.09G002340	DM8.2_chr09G02120	synteny
Soltu.DM.09G002350	DM8.2_chr09G02130	synteny
Soltu.DM.09G002360	DM8.2_chr09G02140	synteny
Soltu.DM.09G002370	-	-
Soltu.DM.09G002380	DM8.2_chr09G02150	synteny
Soltu.DM.09G002390	DM8.2_chr09G02160	synteny
Soltu.DM.09G002400	-	-
Soltu.DM.09G002410	DM8.2_chr09G02170	synteny
Soltu.DM.09G002420	DM8.2_chr09G02180	synteny
Soltu.DM.09G002430	DM8.2_chr09G02190	synteny
Soltu.DM.09G002440	DM8.2_chr09G02200	synteny
Soltu.DM.09G002450	DM8.2_chr09G02210	synteny
Soltu.DM.09G002460	DM8.2_chr09G02220	synteny
Soltu.DM.09G002470	DM8.2_chr09G02230	synteny
Soltu.DM.09G002480	DM8.2_chr09G02240	synteny
Soltu.DM.09G002490	DM8.2_chr09G02250	synteny
Soltu.DM.09G002500	-	-
Soltu.DM.09G002510	-	-
Soltu.DM.09G002520	DM8.2_chr09G02260	synteny
Soltu.DM.09G002530	DM8.2_chr09G02270	synteny
Soltu.DM.09G002540	DM8.2_chr09G02280	synteny
Soltu.DM.09G002550	DM8.2_chr09G02290	synteny
Soltu.DM.09G002560	DM8.2_chr09G02300	synteny
Soltu.DM.09G002570	DM8.2_chr09G02310	synteny
Soltu.DM.09G002580	DM8.2_chr09G02320	synteny
Soltu.DM.09G002590	DM8.2_chr09G02330	synteny
Soltu.DM.09G002600	DM8.2_chr09G02340	synteny
Soltu.DM.09G002610	DM8.2_chr09G02350	synteny
Soltu.DM.09G002620	DM8.2_chr09G02370	synteny
Soltu.DM.09G002630	DM8.2_chr09G02360	synteny
Soltu.DM.09G002650	DM8.2_chr07G04770	(identity: 95.68%)
Soltu.DM.09G002660	DM8.2_chr09G02400	synteny
Soltu.DM.09G002670	DM8.2_chr09G02410	synteny
Soltu.DM.09G002690	DM8.2_chr09G02430	synteny
Soltu.DM.09G002710	DM8.2_chr09G02450	synteny
Soltu.DM.09G002720	DM8.2_chr09G02460	synteny
Soltu.DM.09G002730	DM8.2_chr09G02470	synteny
Soltu.DM.09G002740	-	-
Soltu.DM.09G002750	DM8.2_chr09G02480	synteny
Soltu.DM.09G002760	DM8.2_chr09G02490	synteny
Soltu.DM.09G002770	DM8.2_chr09G02500	synteny
Soltu.DM.09G002780	DM8.2_chr09G02510	synteny
Soltu.DM.09G002790	DM8.2_chr09G02520	synteny
Soltu.DM.09G002800	DM8.2_chr09G02530	synteny
Soltu.DM.09G002810	DM8.2_chr09G02540	synteny
Soltu.DM.09G002820	DM8.2_chr09G02550	synteny
Soltu.DM.09G002830	DM8.2_chr09G02560	synteny
Soltu.DM.09G002840	DM8.2_chr09G02570	synteny
Soltu.DM.09G002850	DM8.2_chr09G02580	synteny
Soltu.DM.09G002860	DM8.2_chr09G02590	synteny
Soltu.DM.09G002870	DM8.2_chr09G02600	synteny
Soltu.DM.09G002880	DM8.2_chr09G02610	synteny
Soltu.DM.09G002890	DM8.2_chr09G02620	synteny
Soltu.DM.09G002900	-	-
Soltu.DM.09G002910	-	-
Soltu.DM.09G002920	DM8.2_chr09G02630	synteny
Soltu.DM.09G002930	DM8.2_chr09G02640	synteny
Soltu.DM.09G002940	-	-
Soltu.DM.09G002950	-	-
Soltu.DM.09G002960	DM8.2_chr09G02670	synteny
Soltu.DM.09G002970	DM8.2_chr09G02680	synteny
Soltu.DM.09G002980	DM8.2_chr09G02690	synteny
Soltu.DM.09G002990	DM8.2_chr09G02700	synteny
Soltu.DM.09G003000	-	-
Soltu.DM.09G003010	-	-
Soltu.DM.09G003020	-	-
Soltu.DM.09G003030	DM8.2_chr09G02650	synteny
Soltu.DM.09G003040	DM8.2_chr09G02750	synteny
Soltu.DM.09G003050	DM8.2_chr09G02760	synteny
Soltu.DM.09G003060	DM8.2_chr09G02770	synteny
Soltu.DM.09G003070	DM8.2_chr09G02780	synteny
Soltu.DM.09G003080	DM8.2_chr09G02790	synteny
Soltu.DM.09G003090	DM8.2_chr09G02800	synteny
Soltu.DM.09G003110	DM8.2_chr09G02820	synteny
Soltu.DM.09G003120	-	-
Soltu.DM.09G003130	DM8.2_chr09G02850	synteny
Soltu.DM.09G003140	DM8.2_chr09G02860	synteny
Soltu.DM.09G003150	DM8.2_chr09G02870	synteny
Soltu.DM.09G003160	DM8.2_chr09G02890	synteny
Soltu.DM.09G003170	DM8.2_chr09G02900	synteny
Soltu.DM.09G003180	DM8.2_chr09G02910	synteny
Soltu.DM.09G003190	DM8.2_chr09G02920	synteny
Soltu.DM.09G003200	DM8.2_chr09G02930	synteny
Soltu.DM.09G003210	DM8.2_chr09G02950	synteny
Soltu.DM.09G003220	DM8.2_chr09G02960	synteny
Soltu.DM.09G003230	DM8.2_chr09G02970	synteny
Soltu.DM.09G003240	DM8.2_chr09G02980	synteny
Soltu.DM.09G003250	DM8.2_chr09G02990	synteny
Soltu.DM.09G003260	-	-
Soltu.DM.09G003280	DM8.2_chr09G03000	synteny
Soltu.DM.09G003290	DM8.2_chr09G03010	synteny
Soltu.DM.09G003300	DM8.2_chr09G03070	synteny
Soltu.DM.09G003310	DM8.2_chr09G03080	synteny
Soltu.DM.09G003320	-	-
Soltu.DM.09G003330	DM8.2_chr09G03090	synteny
Soltu.DM.09G003340	DM8.2_chr09G03110	synteny
Soltu.DM.09G003350	DM8.2_chr09G03120	synteny
Soltu.DM.09G003360	DM8.2_chr09G03130	synteny
Soltu.DM.09G003370	-	-
Soltu.DM.09G003380	DM8.2_chr09G03140	synteny
Soltu.DM.09G003390	DM8.2_chr09G03150	synteny
Soltu.DM.09G003400	-	-
Soltu.DM.09G003410	DM8.2_chr09G03160	synteny
Soltu.DM.09G003420	-	-
Soltu.DM.09G003430	-	-
Soltu.DM.09G003460	DM8.2_chr09G03190	synteny
Soltu.DM.09G003470	-	-
